latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
29.75652,-94.97099,29.75652,-94.97099,Harvey Aug 2017,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Stake,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22179,League of Women's Voters Park: Columbus St. and Riverbend St.,,,TX,Harris County,,No,29.75654,-94.97104,23372,Canal leading into East Fork Goose Creek,22179,180,2,4,"Debris line in grass on right bank marked with stake, yellow flag and orange paint.",9/23/2017 5:00:00 AM,17.39,2,6,Right,9199,7,0,1,5925,,Riverine,9/16/2017 5:00:00 AM,1,2,1846,1645,,0.3,0916_1140_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.75652,-94.97099,29.75652,-94.97099,Harvey Aug 2017,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Stake,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22179,League of Women's Voters Park: Columbus St. and Riverbend St.,,,TX,Harris County,,No,29.75654,-94.97104,23373,Canal leading into East Fork Goose Creek,22179,180,2,4,"Debris line with stake, yellow flag and orange paint on right bank",9/23/2017 5:00:00 AM,17.32,2,6,Right,9202,7,0,1,5925,,Riverine,9/16/2017 5:00:00 AM,1,2,1846,1645,,0.4,0916_1140_3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.75514,-94.97664,29.75514,-94.97664,Harvey Aug 2017,Vegetation line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail and HWM tag,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22180,Car Wash at Norwood St. and Garth Rd.,,,TX,Harris County,,No,29.75514,-94.97664,23374,East Fork Goose Creek,22180,180,4,2,"Nail and USGS disk with orange flagging in streamward face of palm tree behind car wash, nearest to and west of dumpster",9/23/2017 5:00:00 AM,17.27,2,6,Right,9203,6,4.19,1,5926,,Riverine,9/16/2017 5:00:00 AM,1,2,1846,1645,,0.1,0916_1230_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.75511,-94.97665,29.75511,-94.97665,Harvey Aug 2017,Vegetation line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail and HWM tag,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22180,Car Wash at Norwood St. and Garth Rd.,,,TX,Harris County,,No,29.75514,-94.97664,23375,East Fork Goose Creek,22180,180,4,3,"Nail and USGS disk with orange flagging in streamward face of palm tree behind car wash, second from the dumpster.",9/23/2017 5:00:00 AM,17.53,2,6,Right,9204,6,4.27,1,5926,,Riverine,9/16/2017 5:00:00 AM,1,2,1846,1645,,0.2,0916_1230_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.75509,-94.9767,29.75509,-94.9767,Harvey Aug 2017,Vegetation line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail and HWM tag,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22180,Car Wash at Norwood St. and Garth Rd.,,,TX,Harris County,,No,29.75514,-94.97664,23376,East Fork Goose Creek,22180,180,4,4,"Nail and USGS disk with orange flagging in streamward face of palm tree behind car wash, third one from the dumpster going toward Garth Rd.",9/23/2017 5:00:00 AM,17.51,2,6,Right,9205,6,4.2,1,5926,,Riverine,9/16/2017 5:00:00 AM,1,2,1846,1645,,0.3,0916_1230_3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.72656,-94.99634,29.72656,-94.99634,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail and HWM tag,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22181,Baytown Parks and Rec Department building/NC Foot Park: Civic Dr and W. Main St.,,,TX,Harris County,,No,29.72656,-94.99634,23377,Unnamed Creek,22181,180,5,1,"Nail with USGS disk in shoreward face of 28inch tree, north of parking lot, west of the Parks and Rec building. Orange flagging on tree.",9/23/2017 5:00:00 AM,9.55,2,6,Left,9208,6,1.02,1,5928,,Riverine,9/16/2017 5:00:00 AM,1,2,1846,1645,,0.03,0916_1510_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.72662,-94.99654,29.72662,-94.99654,Harvey Aug 2017,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail and HWM tag,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22181,Baytown Parks and Rec Department building/NC Foot Park: Civic Dr and W. Main St.,,,TX,Harris County,,No,29.72656,-94.99634,23378,Unnamed Creek,22181,180,5,2,Nail with USGS disk in DS face of 30inch tree ~50ft US from mark one almost inline with small metal bridge in the park.  Orange flagging around tree as well.,9/23/2017 5:00:00 AM,9.93,2,6,Left,9210,6,1.28,1,5928,,Riverine,9/16/2017 5:00:00 AM,1,2,1846,1645,,0.06,0916_1510_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.73392,-94.98024,29.73392,-94.98024,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail and HWM tag,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22182,North West side of Bicentennial Park along Market St. across from a business called Pressure Systems,,,TX,Harris County,,No,29.73392,-94.98024,23380,Unnamed creek flowing into Goose Creek,22182,180,5,1,"Nail with USGS disk in forked tree on ~125ft north of marsh and small bridge, near Market St. Orange flagging included.",9/23/2017 5:00:00 AM,8.85,2,6,Right,9213,6,2.59,1,5931,,Riverine,9/16/2017 5:00:00 AM,1,2,1846,1645,,0.04,0916_1553_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.73368,-94.98016,29.73368,-94.98016,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail and HWM tag,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22182,North West side of Bicentennial Park along Market St. across from a business called Pressure Systems,,,TX,Harris County,,No,29.73392,-94.98024,23381,Unnamed creek flowing into Goose Creek,22182,180,5,1,Nail with USGS disk in 7inch tree and orange flagging ~65ft away from mark 1 going towards the creek and away from Market St.,9/23/2017 5:00:00 AM,9.03,2,6,Right,9216,6,5.07,1,5931,,Riverine,9/16/2017 5:00:00 AM,1,2,1846,1645,,0.03,0916_1553_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.71122,-94.99328,29.71122,-94.99328,Harvey Aug 2017,Debris,VP: > 0.40 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Stake,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22183,"Bayland Park, public boat launch, HWY 146 and Wyoming",,,TX,Harris County,,No,29.71122,-94.99328,23383,Tabbs Bay,22183,180,2,5,"Storm surge debris line ~500ft south of parking lot, ~450ft east of gazebo, marked with a stake with orange paint.",9/23/2017 5:00:00 AM,4.97,2,6,N/A,9223,7,0,1,5936,,Coastal,9/16/2017 5:00:00 AM,1,2,1846,1645,,0.7,0916_1658_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.71152,-94.99322,29.71152,-94.99322,Harvey Aug 2017,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Stake,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22183,"Bayland Park, public boat launch, HWY 146 and Wyoming",,,TX,Harris County,,No,29.71122,-94.99328,23384,Tabbs Bay,22183,180,2,4,Storm surge debris ~250ft east of the first mark.  Marked with a stake and orange paint. ~450ft from parking lot.,9/23/2017 5:00:00 AM,6.38,2,6,N/A,9225,7,0,1,5936,,Coastal,9/16/2017 5:00:00 AM,1,2,1846,1645,,0.3,0916_1658_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.70476,-95.03863,29.70476,-95.03863,Harvey Aug 2017,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Stake,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22184,Kurary/Dupont Visitor parking lot at the end of Strang Rd.  East of Sens Road,,,TX,Harris County,,No,29.70476,-95.03863,23385,Upper San Jacinto Bay,22184,180,2,4,Downhill ~350ft from Northwest corner of the parking lot near the sea wall. Marked with a stake and orange paint.,9/22/2017 5:00:00 AM,7.25,2,6,N/A,9229,7,0,1,5940,,Coastal,9/16/2017 5:00:00 AM,1,2,1846,1645,,0.4,0916_1740_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.70478,-95.03851,29.70478,-95.03851,Harvey Aug 2017,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Stake,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22184,Kurary/Dupont Visitor parking lot at the end of Strang Rd.  East of Sens Road,,,TX,Harris County,,No,29.70476,-95.03863,23386,Upper San Jacinto Bay,22184,180,2,4,"Debris line in similar location,  ~ 35ft to the right of mark one.  Marked with a stake and orange paint.",9/22/2017 5:00:00 AM,7.11,2,6,N/A,9232,7,0,1,5940,,Coastal,9/16/2017 5:00:00 AM,1,2,1846,1645,,0.4,0916_1740_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.73402,-94.95239,29.73402,-94.95239,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Marker,Handheld GPS,NAD83,Shawn Carr,Trent Baldwin,TXHAR22185,Frank D. Murdoch Park:  E. Hunnicutt St. and Danubina St.,,,TX,Harris County,,No,29.73402,-94.95239,23387,Unnamed Tributary to Cedar Bayou,22185,180,5,1,"Seed line found on boards of raised playground enclosure, north side.  Marked with sharpie and yellow flag with an orange paint line in the ground. 29.73402, -94.95239",9/28/2017 5:00:00 AM,21.03,2,6,N/A,10018,4,1.5,1,6392,,Riverine,9/16/2017 5:00:00 AM,1,2,1846,1727,0.08,0.01,0916_1340_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.71713,-95.27348,29.71713,-95.27348,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Other (Note in Description box),Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22186,Peiser Park: Lawndale St. and San Saba St. Pull in parking lot of park.,,,TX,Harris County,,No,29.71713,-95.27348,23390,Buffalo Bayou,22186,180,5,1,Seed line on wood platform (side facing the school) with a red A-frame vertical wall in playground. Mark on wood is red lumber crayon.,9/25/2017 5:00:00 AM,30.27,2,6,N/A,10022,9,,1,6393,,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1645,,0.02,0914_0920_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.71713,-95.27348,29.71713,-95.27348,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Other (Note in Description box),Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22186,Peiser Park: Lawndale St. and San Saba St. Pull in parking lot of park.,,,TX,Harris County,,No,29.71713,-95.27348,23391,Buffalo Bayou,22186,180,5,1,Seed line on large black tire about 15 ft from Mark 1.  Marked with red lumber crayon.,9/25/2017 5:00:00 AM,30.17,2,6,N/A,10021,9,,1,6393,,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1645,,0.02,0914_0920_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.71587,-95.27151,29.71587,-95.27151,Harvey Aug 2017,Debris,VP: > 0.40 ft,NAVD88,Static-GNSS,Kristine Blickenstaff,Stake,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22187,Peiser Park: Lawndale St. and San Saba St.,,,TX,Harris County,,No,29.71587,-95.27151,23392,Buffalo Bayou,22187,180,2,5,"Debris line in the SE corner of the park, next to road and metal pylons.  29.71587, -95.27151",9/25/2017 5:00:00 AM,28.81,2,7,N/A,9150,7,0,1,5899,,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1645,,0.5,0914_0947_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.71603,-95.27154,29.71603,-95.27154,Harvey Aug 2017,Vegetation line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Tape,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22187,Peiser Park: Lawndale St. and San Saba St.,,,TX,Harris County,,No,29.71587,-95.27151,23393,Buffalo Bayou,22187,180,4,3,"Debris line of grass built up in the fence of a squared in enclosure for utility poles, SE corner of the park.  Marked with orange flag and red lumber crayon.",9/25/2017 5:00:00 AM,30.65,2,6,N/A,9151,2,0.74,1,,,Riverine,9/14/2017 5:00:00 AM,0,2,1846,1645,,0.2,0914_0947_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.70519,-95.26383,29.70519,-95.26383,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,Kristine Blickenstaff,Nail,Handheld GPS,NAD83,Shawn Carr,Jonathan Thomas,TXHAR22188,Charles H Milby Park: Central St. Pull in parking lot of park.,,,TX,Harris County,,No,29.70519,-95.26383,23394,Sims Bayou,22188,180,5,1,"Nail in ~40inch Oak Tree, streamward face of stone building, along orange construction fence line.",10/4/2017 5:00:00 AM,18.41,2,2,Left,9153,5,2.21,1,5900,RTN in this area had a higher variability due to some nodes working intermittently,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1770,0.5,0.04,0914_1027_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.70544,-95.26373,29.70544,-95.26373,Harvey Aug 2017,Debris,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Other (Note in Description box),Handheld GPS,NAD83,Shawn Carr,Jonathan Thomas,TXHAR22188,Charles H Milby Park: Central St. Pull in parking lot of park.,,,TX,Harris County,,No,29.70519,-95.26383,23395,Sims Bayou,22188,180,2,1,"Red lumber crayon and yellow stake flag mark debris line on concrete ramp, streamward face of stone building in Milby Park.",10/4/2017 5:00:00 AM,18.91,2,6,Left,9152,9,1.02,1,5900,RTN in this area had a higher variability due to some nodes working intermittently,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1770,0.5,0.03,0914_1027_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.705612,-95.26366,29.705612,-95.26366,Harvey Aug 2017,Debris,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Stake,Handheld GPS,NAD83,Shawn Carr,Jonathan Thomas,TXHAR22188,Charles H Milby Park: Central St. Pull in parking lot of park.,,,TX,Harris County,,No,29.70519,-95.26383,23396,Sims Bayou,22188,180,2,1,Debris line in grass next to generator of streamward face of stone building.  Stake with yellow flag and orange paint.,10/4/2017 5:00:00 AM,18.32,2,6,Left,9154,7,0,1,5900,RTN in this area had a higher variability due to some nodes working intermittently,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1770,0.5,0.04,0914_1027_3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.70037,-95.28622,29.70037,-95.28622,Harvey Aug 2017,Mud,Excellent: +/- 0.05 ft,NAVD88,Level Gun,Kristine Blickenstaff,Other (Note in Description box),Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22189,Office City Dr and Gulf Creek Dr. at Latinos Plaza,,,TX,Harris County,,No,29.70037,-95.28622,23397,Buffalo Bayou,22189,180,1,1,"Front Window of K.C. Western. Red Lumber Crayon on metal of door frame  29.70037, -95.28622",9/25/2017 5:00:00 AM,34.75,2,2,N/A,10025,9,0.62,1,6394,,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1645,,0.02,0914_1127_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.70019,-95.28702,29.70019,-95.28702,Harvey Aug 2017,Mud,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Tape,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22189,Office City Dr and Gulf Creek Dr. at Latinos Plaza,,,TX,Harris County,,No,29.70037,-95.28622,23398,Buffalo Bayou,22189,180,1,3,Mud line on street facing side of metal stake at the corner of Gulf Creek and Office City Dr.  Marked with black sharpie and orange flagging.,9/25/2017 5:00:00 AM,33.9,2,6,N/A,10028,2,0.82,1,6394,,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1645,,0.2,0914_1127_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.69501,-95.25108,29.69501,-95.25108,Harvey Aug 2017,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Kristine Blickenstaff,Other (Note in Description box),Handheld GPS,NAD83,Shawn Carr,Jonathan Thomas,TXHAR22190,1306 Gober St.,,,TX,Harris County,,No,29.69501,-95.25108,23399,Unknown canal flowing into Sims Bayou,22190,180,5,2,Red lumber crayon end of fence with seedline facing the street.,10/4/2017 5:00:00 AM,26.81,2,2,Left,9156,9,1.1,1,5901,RTN in this area had a higher variability due to some nodes working intermittently,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1770,0.5,0.1,0914_1233_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.6939,-95.25196,29.6939,-95.25196,Harvey Aug 2017,Seed line,Fair: +/- 0.20 ft,NAVD88,Level Gun,Kristine Blickenstaff,Nail,Handheld GPS,NAD83,Shawn Carr,Jonathan Thomas,TXHAR22190,1306 Gober St.,,,TX,Harris County,,No,29.69501,-95.25108,23400,Unknown canal flowing into Sims Bayou,22190,180,5,3,Seedline on Telephone poll at dead of Ruell St. off Gober St. Nail with orange flagging and paint.,10/4/2017 5:00:00 AM,26.88,2,2,Left,9157,5,1.59,1,5901,RTN in this area had a higher variability due to some nodes working intermittently,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1770,0.5,0.2,0914_1233_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.69385,-95.25196,29.69385,-95.25196,Harvey Aug 2017,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail,Handheld GPS,NAD83,Shawn Carr,Jonathan Thomas,TXHAR22190,1306 Gober St.,,,TX,Harris County,,No,29.69501,-95.25108,23401,Unknown canal flowing into Sims Bayou,22190,180,5,3,"Seedline on tree at end of dead end road Ruell St.  Marked wth a nail, orange flagging and orange paint.",10/4/2017 5:00:00 AM,27.38,2,6,Left,9155,5,2.14,1,5901,RTN in this area had a higher variability due to some nodes working intermittently,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1770,0.5,0.2,0914_1233_3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.69286,-95.25797,29.69286,-95.25797,Harvey Aug 2017,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22191,Cul-de-sac of Rockleigh Pl,,,TX,Harris County,,No,29.69286,-95.25797,23402,Sims Bayou,22191,180,5,3,"Nail in one of two trees on the inner ring of the cul-de-sac, marked with orange paint and flagging.",9/25/2017 5:00:00 AM,21.19,2,6,Left,9158,5,1.25,1,5903,,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1645,,0.2,0914_1326_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.69278,-95.25784,29.69278,-95.25784,Harvey Aug 2017,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22191,Cul-de-sac of Rockleigh Pl,,,TX,Harris County,,No,29.69286,-95.25797,23403,Sims Bayou,22191,180,5,4,Nail with orange paint and flagging in 1 of 2 trees on outer ring on cul-de-sac.,9/25/2017 5:00:00 AM,21.95,2,6,Left,9159,5,2.62,1,5903,,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1645,,0.3,0914_1326_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.68241,-95.25198,29.68241,-95.25198,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,Kristine Blickenstaff,Nail,Handheld GPS,NAD83,Shawn Carr,Jonathan Thomas,TXHAR22192,Intersection of Allendale Rd and Galveston Rd.,,,TX,Harris County,,No,29.68236,-95.25202,23404,Sims Bayou,22192,180,5,1,Seed line in 10inch tree on island dividing hwy (Allendale)  Marked with orange paint and flagging,10/5/2017 5:00:00 AM,25.69,2,2,N/A,9169,5,2.84,1,5907,RTN in this area had a higher variability due to some nodes working intermittently,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1770,0.5,0.02,0914_1357_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.682465,-95.25217,29.682465,-95.25217,Harvey Aug 2017,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Kristine Blickenstaff,Nail,Handheld GPS,NAD83,Shawn Carr,Jonathan Thomas,TXHAR22192,Intersection of Allendale Rd and Galveston Rd.,,,TX,Harris County,,No,29.68236,-95.25202,23405,Sims Bayou,22192,180,5,2,Seed line in 8 inch tree on island dividing hwy.  Marked with orange paint and flagging.,10/5/2017 5:00:00 AM,25.69,2,2,N/A,9170,5,4.3,1,5907,RTN in this area had a higher variability due to some nodes working intermittently,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1770,0.5,0.1,0914-1357_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.68253,-95.25228,29.68253,-95.25228,Harvey Aug 2017,Seed line,Fair: +/- 0.20 ft,NAVD88,Level Gun,Kristine Blickenstaff,Nail,Handheld GPS,NAD83,Shawn Carr,Jonathan Thomas,TXHAR22192,Intersection of Allendale Rd and Galveston Rd.,,,TX,Harris County,,No,29.68236,-95.25202,23406,Sims Bayou,22192,180,5,3,Nail in 7 inch tree with orange paint and flagging.,10/4/2017 5:00:00 AM,25.77,2,2,N/A,9164,5,4.18,1,5907,RTN in this area had a higher variability due to some nodes working intermittently,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1770,0.5,0.15,0914_1357_3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.66991,-95.23337,29.66991,-95.23337,Harvey Aug 2017,Debris,VP: > 0.40 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Stake,Handheld GPS,NAD83,Shawn Carr,Jonathan Thomas,TXHAR22193,Bridge at intersection of Kolb/Georgia Ave and Martinville Dr.,,,TX,Harris County,,No,29.66991,-95.23337,23407,Berry Bayou,22193,180,2,5,Debris line marked with stake and orange paint on DS right bank of bridge. Looks to have stayed within its banks.,10/4/2017 5:00:00 AM,25.78,2,6,Right,10033,7,,1,6659,RTN in this area had a higher variability due to some nodes working intermittently,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1770,0.5,0.5,0914_1455_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.66991,-95.23337,29.66991,-95.23337,Harvey Aug 2017,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Stake,Handheld GPS,NAD83,Shawn Carr,Jonathan Thomas,TXHAR22193,Bridge at intersection of Kolb/Georgia Ave and Martinville Dr.,,,TX,Harris County,,No,29.66991,-95.23337,23408,Berry Bayou,22193,180,2,4,"Debris line marked with stake, orange paint, and yellow flag on DS left bank of bridge about 30ft from road.  29.66926, -95.23398.",10/4/2017 5:00:00 AM,26.32,2,6,Left,10035,7,,1,6659,RTN in this area had a higher variability due to some nodes working intermittently,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1770,0.5,0.4,0914_1455_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.67997,-95.27744,29.67997,-95.27744,Harvey Aug 2017,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Marker,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22194,Broadway St. Bridge that crosses over the Sim Bayou channel.,,,TX,Harris County,,No,29.68003,-95.27781,23410,Sims Bayou,22194,180,5,1,"Seed line marked with sharpie, flagging, and orange paint on Left Bank US side of bridge structure",9/25/2017 5:00:00 AM,23.7,2,6,Left,9172,4,5.7,1,5909,,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1645,,0.02,0914_1604_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.68025,-95.27657,29.68025,-95.27657,Harvey Aug 2017,Debris,VP: > 0.40 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Stake,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22195,Broadway St. Bridge crossing over the Sims Bayou Channel,,,TX,Harris County,,No,29.68025,-95.27657,23411,Sims Bayou,22195,180,2,5,Stake in ground with orange paint and yellow marking flag ~200ft DS of bridge on the left bank near black iron fence.,9/25/2017 5:00:00 AM,23.02,2,6,Left,10036,7,,1,6660,,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1645,,0.9,0914_1625_1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.68023,-95.27648,29.68023,-95.27648,Harvey Aug 2017,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Kristine Blickenstaff,Nail,Handheld GPS,NAD83,Shawn Carr,Michael Willis,TXHAR22195,Broadway St. Bridge crossing over the Sims Bayou Channel,,,TX,Harris County,,No,29.68025,-95.27657,23412,Sims Bayou,22195,180,5,4,Nail in 28inch tree ~25ft DS of the first debris line marked on this page.  Left Bank. Marked with orange paint and flagging.,9/25/2017 5:00:00 AM,23.65,2,6,Left,10037,5,0.63,1,6660,,Riverine,9/14/2017 5:00:00 AM,1,2,1846,1645,,0.3,0914_1625_2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
